number,qbases,numreps,isprime,class_for_rep,unique_classes,n_unique_classes
251,"[[0 1 5 15;0 1 9 13;0 3 11 11;0 7 9 11;1 3 4 15;1 5 9 12;3 3 8 13;3 7 7 12;5 8 9 9]]",9,1,[3;3;3;3;4;4;4;4;4],[3;4]
271,"[[1 1 10 13;1 3 6 15;1 5 7 14;1 7 10 11;2 5 11 11;2 7 7 13;3 9 9 10;5 5 5 14;5 5 10 11]]",9,1,[4;4;4;4;4;4;4;4;4],4
359,"[[1 3 5 18;1 9 9 14;2 3 11 15;2 7 9 15;3 5 6 17;3 5 10 15;3 9 10 13;6 7 7 15;6 9 11 11]]",9,1,[4;4;4;4;4;4;4;4;4],4
-----,-----,-----,-----,-----,-----
229,"[[0 0 2 15;0 2 9 12;0 6 7 12;1 4 4 14;1 8 8 10;2 2 5 14;2 2 10 11;2 5 10 10;4 7 8 10;6 6 6 11]]",10,1,[2;3;3;4;4;4;4;4;4;4],[2;3;4]
241,"[[0 0 4 15;0 3 6 14;0 4 9 12;0 6 6 13;2 2 8 13;2 4 5 14;2 4 10 11;4 5 10 10;5 6 6 12;7 8 8 8]]",10,1,[2;3;3;3;4;4;4;4;4;4],[2;3;4]
257,"[[0 0 1 16;0 4 4 15;0 5 6 14;0 6 10 11;0 7 8 12;2 3 10 12;3 4 6 14;4 4 9 12;4 6 6 13;6 6 8 11]]",10,1,[2;3;3;3;3;4;4;4;4;4],[2;3;4]
269,"[[0 0 10 13;0 2 3 16;0 2 11 12;0 3 8 14;0 5 10 12;0 6 8 13;1 6 6 14;2 2 6 15;3 4 10 12;5 6 8 12]]",10,1,[2;3;3;3;3;3;4;4;4;4],[2;3;4]
277,"[[0 0 9 14;0 4 6 15;1 2 4 16;1 4 8 14;2 2 10 13;3 6 6 14;4 4 7 14;4 6 9 12;6 6 6 13;7 8 8 10]]",10,1,[2;3;4;4;4;4;4;4;4;4],[2;3;4]
281,"[[0 0 5 16;0 2 9 14;0 3 4 16;0 4 11 12;0 6 7 14;0 9 10 10;1 6 10 12;2 4 6 15;3 8 8 12;6 8 9 10]]",10,1,[2;3;3;3;3;3;4;4;4;4],[2;3;4]
317,"[[0 0 11 14;0 2 12 13;0 5 6 16;2 5 12 12;2 6 9 14;3 4 6 16;3 8 10 12;4 6 11 12;6 6 7 14;6 9 10 10]]",10,1,[2;3;3;4;4;4;4;4;4;4],[2;3;4]
347,"[[0 1 11 15;0 3 7 17;0 3 13 13;1 3 9 16;1 9 11 12;3 5 12 13;3 7 8 15;4 5 9 15;4 9 9 13;8 9 9 11]]",10,1,[3;3;3;4;4;4;4;4;4;4],[3;4]
431,"[[1 3 14 15;1 5 9 18;1 6 13 15;2 9 11 15;3 5 6 19;3 7 7 18;5 6 9 17;5 9 10 15;6 7 11 15;9 9 10 13]]",10,1,[4;4;4;4;4;4;4;4;4;4],4
-----,-----,-----,-----,-----,-----
283,"[[0 3 7 15;0 9 9 11;1 1 5 16;1 7 8 13;3 3 3 16;3 3 11 12;3 7 9 12;4 5 11 11;4 7 7 13;5 5 8 13;7 7 8 11]]",11,1,[3;3;4;4;4;4;4;4;4;4;4],[3;4]
293,"[[0 0 2 17;0 1 6 16;0 2 8 15;0 4 9 14;0 7 10 12;1 2 12 12;2 8 9 12;4 4 6 15;5 6 6 14;6 6 10 11;6 7 8 12]]",11,1,[2;3;3;3;3;4;4;4;4;4;4],[2;3;4]
331,"[[0 5 9 15;0 9 9 13;1 4 5 17;1 5 7 16;3 3 12 13;3 4 9 15;4 5 11 13;5 5 5 16;5 8 11 11;5 9 9 12;7 7 8 13]]",11,1,[3;3;4;4;4;4;4;4;4;4;4],[3;4]
383,"[[1 3 7 18;1 6 11 15;2 3 3 19;2 3 9 17;3 3 13 14;3 5 5 18;3 6 7 17;3 6 13 13;3 7 10 15;5 9 9 14;9 9 10 11]]",11,1,[4;4;4;4;4;4;4;4;4;4;4],4
-----,-----,-----,-----,-----,-----
307,"[[0 1 9 15;0 3 3 17;1 1 4 17;1 1 7 16;1 4 11 13;1 5 5 16;1 8 11 11;1 9 9 12;3 3 8 15;4 7 11 11;5 7 8 13;8 9 9 9]]",12,1,[3;3;4;4;4;4;4;4;4;4;4;4],[3;4]
337,"[[0 0 9 16;0 2 3 18;0 7 12 12;1 4 8 16;2 4 11 14;2 8 10 13;3 6 6 16;4 4 4 17;4 4 7 16;4 5 10 14;4 10 10 11;6 6 11 12]]",12,1,[2;3;3;4;4;4;4;4;4;4;4;4],[2;3;4]
379,"[[0 3 3 19;0 3 9 17;1 1 4 19;1 1 11 16;1 3 12 15;1 5 8 17;3 8 9 15;4 5 7 17;4 5 13 13;4 11 11 11;5 7 7 16;5 8 11 13]]",12,1,[3;3;4;4;4;4;4;4;4;4;4;4],[3;4]
439,"[[1 7 10 17;1 10 13 13;1 11 11 14;2 5 7 19;2 5 11 17;3 3 14 15;3 5 9 18;3 6 13 15;5 5 10 17;5 7 13 14;7 10 11 13;9 9 9 14]]",12,1,[4;4;4;4;4;4;4;4;4;4;4;4],4
479,"[[1 1 6 21;1 6 9 19;2 3 5 21;2 5 15 15;2 9 13 15;3 3 10 19;3 5 11 18;3 7 14 15;3 9 10 17;5 7 9 18;6 7 13 15;9 9 11 14]]",12,1,[4;4;4;4;4;4;4;4;4;4;4;4],4
-----,-----,-----,-----,-----,-----
313,"[[0 0 12 13;0 5 12 12;0 6 9 14;1 4 10 14;2 2 4 17;2 2 7 16;2 7 8 14;3 4 12 12;4 4 5 16;4 6 6 15;4 8 8 13;7 8 10 10;8 8 8 11]]",13,1,[2;3;3;4;4;4;4;4;4;4;4;4;4],[2;3;4]
349,"[[0 0 5 18;0 3 4 18;0 3 12 14;0 6 12 13;2 5 8 16;2 7 10 14;4 4 11 14;4 8 10 13;5 6 12 12;5 8 8 14;6 6 9 14;7 10 10 10;8 8 10 11]]",13,1,[2;3;3;3;4;4;4;4;4;4;4;4;4],[2;3;4]
353,"[[0 0 8 17;0 2 5 18;0 4 9 16;0 6 11 14;0 8 8 15;1 8 12 12;2 3 4 18;2 3 12 14;2 6 12 13;3 10 10 12;4 7 12 12;5 6 6 16;8 8 9 12]]",13,1,[2;3;3;3;3;4;4;4;4;4;4;4;4],[2;3;4]
367,"[[1 1 2 19;1 1 13 14;1 7 11 14;2 5 7 17;2 5 13 13;2 11 11 11;3 3 5 18;3 9 9 14;5 5 11 14;5 6 9 15;5 10 11 11;6 9 9 13;7 7 10 13]]",13,1,[4;4;4;4;4;4;4;4;4;4;4;4;4],4
373,"[[0 0 7 18;0 2 12 15;0 6 9 16;1 4 10 16;2 2 2 19;2 2 13 14;2 3 6 18;2 4 8 17;2 7 8 16;2 9 12 12;2 10 10 13;6 7 12 12;7 8 8 14]]",13,1,[2;3;3;4;4;4;4;4;4;4;4;4;4],[2;3;4]
389,"[[0 0 10 17;0 1 8 18;0 4 7 18;0 6 8 17;0 7 12 14;0 8 10 15;1 10 12 12;2 4 12 15;2 5 6 18;4 6 9 16;6 6 11 14;6 8 8 15;8 9 10 12]]",13,1,[2;3;3;3;3;3;4;4;4;4;4;4;4],[2;3;4]
401,"[[0 0 1 20;0 1 12 16;0 2 6 19;0 3 14 14;0 6 13 14;0 8 9 16;2 3 8 18;3 6 10 16;4 4 12 15;4 5 6 18;5 6 12 14;6 10 11 12;7 8 12 12]]",13,1,[2;3;3;3;3;3;4;4;4;4;4;4;4],[2;3;4]
419,"[[0 3 7 19;0 3 11 17;0 5 13 15;0 7 9 17;0 9 13 13;1 3 3 20;1 7 12 15;1 9 9 16;3 4 13 15;3 8 11 15;5 5 12 15;5 9 12 13;7 8 9 15]]",13,1,[3;3;3;3;3;4;4;4;4;4;4;4;4],[3;4]
443,"[[0 1 1 21;0 1 9 19;0 7 13 15;1 3 12 17;3 3 5 20;3 3 8 19;3 3 13 16;3 8 9 17;3 11 12 13;4 9 11 15;5 7 12 15;5 9 9 16;7 9 12 13]]",13,1,[3;3;3;4;4;4;4;4;4;4;4;4;4],[3;4]
503,"[[1 3 3 22;1 3 13 18;1 5 6 21;1 9 14 15;2 3 7 21;2 7 15 15;3 3 14 17;3 6 13 17;3 7 11 18;3 10 13 15;5 6 9 19;6 11 11 15;7 7 9 18]]",13,1,[4;4;4;4;4;4;4;4;4;4;4;4;4],4
-----,-----,-----,-----,-----,-----
421,"[[0 0 14 15;0 4 9 18;0 9 12 14;1 2 4 20;1 8 10 16;2 5 14 14;2 8 8 17;2 10 11 14;4 4 10 17;4 6 12 15;4 7 10 16;5 6 6 18;5 10 10 14;10 10 10 11]]",14,1,[2;3;3;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
449,"[[0 0 7 20;0 2 2 21;0 2 11 18;0 4 12 17;0 5 10 18;0 7 12 16;2 3 6 20;3 4 10 18;3 10 12 14;4 6 6 19;4 8 12 15;5 6 8 18;6 6 11 16;6 10 12 13]]",14,1,[2;3;3;3;3;3;4;4;4;4;4;4;4;4],[2;3;4]
491,"[[0 1 7 21;0 3 11 19;0 5 5 21;0 7 9 19;0 9 11 17;1 3 9 20;1 3 15 16;1 11 12 15;3 4 5 21;3 7 12 17;3 12 13 13;4 5 15 15;4 9 13 15;8 9 11 15]]",14,1,[3;3;3;3;3;4;4;4;4;4;4;4;4;4],[3;4]
599,"[[1 6 11 21;1 7 15 18;2 3 15 19;2 9 15 17;3 5 6 23;3 5 9 22;3 7 10 21;3 13 14 15;5 5 15 18;5 9 13 18;6 7 15 17;6 9 11 19;6 13 13 15;7 10 15 15]]",14,1,[4;4;4;4;4;4;4;4;4;4;4;4;4;4],4
-----,-----,-----,-----,-----,-----
397,"[[0 0 6 19;0 3 8 18;1 2 14 14;1 6 6 18;1 10 10 14;2 2 10 17;2 4 4 19;2 4 11 16;3 10 12 12;4 4 13 14;4 5 10 16;4 8 11 14;6 6 6 17;6 6 10 15;8 8 10 13]]",15,1,[2;3;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
409,"[[0 0 3 20;0 2 9 18;0 3 12 16;0 6 7 18;0 11 12 12;1 2 2 20;1 4 14 14;2 4 10 17;2 6 12 15;2 7 10 16;4 4 4 19;4 4 11 16;5 8 8 16;6 6 9 16;7 8 10 14]]",15,1,[2;3;3;3;3;4;4;4;4;4;4;4;4;4;4],[2;3;4]
463,"[[1 1 10 19;1 2 13 17;2 3 3 21;2 3 15 15;2 7 7 19;2 7 11 17;2 11 13 13;3 3 11 18;3 7 9 18;5 7 10 17;5 10 13 13;5 11 11 14;6 9 11 15;7 7 13 14;10 11 11 11]]",15,1,[4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],4
467,"[[0 1 5 21;0 3 13 17;0 5 9 19;0 11 11 15;1 3 4 21;1 4 15 15;3 3 7 20;3 4 9 19;3 5 12 17;3 8 13 15;3 9 11 16;4 9 9 17;7 7 12 15;7 9 9 16;9 11 11 12]]",15,1,[3;3;3;3;4;4;4;4;4;4;4;4;4;4;4],[3;4]
487,"[[1 1 1 22;1 1 14 17;1 2 11 19;1 3 6 21;1 5 10 19;1 6 15 15;1 9 9 18;1 11 13 14;2 5 13 17;3 6 9 19;6 9 9 17;7 7 10 17;7 10 13 13;7 11 11 14;9 9 10 15]]",15,1,[4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],4
499,"[[0 3 7 21;0 7 15 15;1 4 11 19;1 7 7 20;1 11 11 16;3 3 9 20;3 3 15 16;3 11 12 15;4 5 13 17;5 5 7 20;5 7 8 19;5 7 13 16;5 8 11 17;7 9 12 15;9 9 9 16]]",15,1,[3;3;4;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
-----,-----,-----,-----,-----,-----
457,"[[0 0 4 21;0 6 14 15;0 12 12 13;1 2 14 16;1 8 14 14;1 10 10 16;2 2 7 20;2 8 10 17;4 4 5 20;4 4 8 19;4 4 13 16;4 6 9 18;4 7 14 14;4 8 11 16;5 12 12 12;6 9 12 14]]",16,1,[2;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
461,"[[0 0 10 19;0 2 4 21;0 3 14 16;0 4 11 18;0 5 6 20;0 6 8 19;0 6 13 16;0 11 12 14;1 6 10 18;2 6 14 15;2 12 12 13;3 4 6 20;3 8 8 18;5 6 12 16;6 6 10 17;6 10 10 15]]",16,1,[2;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4],[2;3;4]
541,"[[0 0 10 21;0 6 8 21;0 6 12 19;2 2 2 23;2 2 7 22;2 4 11 20;2 5 16 16;3 8 12 18;4 4 5 22;4 5 10 20;4 8 10 19;4 10 13 16;5 8 14 16;6 9 10 18;7 10 14 14;8 10 11 16]]",16,1,[2;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
547,"[[0 3 3 23;0 5 9 21;1 1 4 23;1 1 16 17;1 4 13 19;1 5 11 20;1 8 11 19;1 11 13 16;3 4 9 21;3 12 13 15;4 7 11 19;4 9 15 15;4 11 11 17;5 8 13 17;7 7 7 20;7 11 11 16]]",16,1,[3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
571,"[[0 3 11 21;0 7 9 21;0 11 15 15;1 1 13 20;1 4 5 23;1 5 16 17;1 7 11 20;3 9 9 20;3 9 15 16;4 5 13 19;5 5 11 20;5 8 11 19;5 11 13 16;7 8 13 17;8 13 13 13;9 11 12 15]]",16,1,[3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
-----,-----,-----,-----,-----,-----
433,"[[0 0 12 17;0 3 10 18;0 6 6 19;0 8 12 15;1 4 4 20;1 12 12 12;2 2 5 20;2 2 8 19;2 2 13 16;2 8 13 14;3 6 8 18;4 5 14 14;4 8 8 17;4 10 11 14;7 8 8 16;8 9 12 12;8 10 10 13]]",17,1,[2;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
509,"[[0 0 5 22;0 2 8 21;0 2 12 19;0 3 4 22;0 3 10 20;0 4 13 18;0 8 11 18;0 12 13 14;2 9 10 18;3 6 8 20;3 10 12 16;4 4 6 21;4 5 12 18;5 12 12 14;6 7 10 18;6 9 14 14;10 11 12 12]]",17,1,[2;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4],[2;3;4]
521,"[[0 0 11 20;0 1 6 22;0 1 14 18;0 3 16 16;0 4 8 21;0 4 12 19;0 6 14 17;0 10 14 15;0 11 12 16;2 6 9 20;2 6 15 16;2 7 12 18;4 9 10 18;6 6 7 20;6 8 14 15;8 12 12 13;9 10 12 14]]",17,1,[2;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4],[2;3;4]
557,"[[0 0 14 19;0 3 8 22;0 4 10 21;0 6 11 20;0 8 13 18;1 6 6 22;1 6 14 18;2 2 15 18;2 3 12 20;3 6 16 16;4 6 8 21;4 6 12 19;5 8 12 18;6 6 14 17;6 10 14 15;6 11 12 16;10 12 12 13]]",17,1,[2;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
563,"[[0 1 11 21;0 3 5 23;0 7 15 17;0 9 11 19;0 13 13 15;1 9 9 20;1 9 15 16;3 3 4 23;3 3 16 17;3 7 8 21;3 7 12 19;3 11 12 17;4 5 9 21;5 12 13 15;7 8 15 15;7 9 12 17;9 12 13 13]]",17,1,[3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
647,"[[1 3 14 21;1 6 9 23;1 6 13 21;1 9 9 22;1 14 15 15;2 3 3 25;2 9 11 21;3 3 10 23;3 5 17 18;3 9 14 19;5 6 15 19;5 9 10 21;6 7 11 21;6 9 13 19;7 7 15 18;9 9 14 17;9 11 11 18]]",17,1,[4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],4
719,"[[1 3 15 22;1 9 14 21;1 13 15 18;2 3 9 25;2 7 15 21;3 3 5 26;3 5 18 19;3 6 7 25;3 9 10 23;3 10 13 21;3 14 15 17;5 9 17 18;6 11 11 21;6 13 15 17;7 11 15 18;9 9 14 19;10 13 15 15]]",17,1,[4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],4
-----,-----,-----,-----,-----,-----
523,"[[0 1 9 21;0 3 15 17;0 9 9 19;1 1 11 20;1 8 13 17;3 3 8 21;3 3 12 19;3 8 15 15;3 9 12 17;4 5 11 19;4 7 13 17;4 13 13 13;5 7 7 20;5 11 11 16;7 7 8 19;7 7 13 16;7 8 11 17;8 11 13 13]]",18,1,[3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
569,"[[0 0 13 20;0 2 6 23;0 2 9 22;0 5 12 20;0 6 7 22;0 7 14 18;0 8 8 21;0 8 12 19;0 12 13 16;1 10 12 18;2 4 15 18;2 12 14 15;3 4 12 20;5 12 12 16;6 9 14 16;6 10 12 17;8 9 10 18;10 10 12 15]]",18,1,[2;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4],[2;3;4]
587,"[[0 1 15 19;0 3 7 23;0 3 17 17;0 5 11 21;1 1 3 24;1 1 12 21;1 8 9 21;1 9 12 19;3 3 13 20;3 4 11 21;3 8 15 17;4 7 9 21;4 11 15 15;5 9 9 20;5 9 15 16;7 12 13 15;8 9 9 19;9 9 13 16]]",18,1,[3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
607,"[[1 1 11 22;1 7 14 19;1 11 14 17;2 5 7 23;2 5 17 17;2 9 9 21;2 11 11 19;3 6 11 21;3 7 15 18;5 5 14 19;5 7 7 22;5 10 11 19;6 7 9 21;6 11 15 15;7 10 13 17;9 9 11 18;10 13 13 13;11 11 13 14]]",18,1,[4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],4
617,"[[0 0 16 19;0 2 17 18;0 4 5 24;0 14 14 15;1 2 6 24;1 6 16 18;2 8 15 18;3 4 4 24;3 8 12 20;4 4 12 21;4 6 6 23;4 6 9 22;4 9 14 18;6 6 16 17;6 9 10 20;6 10 15 16;7 10 12 18;9 12 14 14]]",18,1,[2;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
631,"[[1 1 2 25;1 1 10 23;1 5 11 22;1 9 15 18;1 10 13 19;2 7 7 23;2 7 17 17;2 13 13 17;3 3 17 18;3 6 15 19;3 9 10 21;5 7 14 19;5 11 14 17;6 9 15 17;7 7 7 22;7 10 11 19;9 10 15 15;10 11 11 17]]",18,1,[4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],4
653,"[[0 0 13 22;0 4 14 21;0 5 12 22;0 6 16 19;1 2 18 18;2 3 8 24;2 6 17 18;2 8 12 21;2 10 15 18;2 12 12 19;3 4 12 22;3 8 16 18;3 10 12 20;4 5 6 24;4 12 13 18;6 14 14 15;8 11 12 18;12 12 13 14]]",18,1,[2;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
659,"[[0 3 5 25;0 3 11 23;0 3 17 19;0 7 9 23;0 7 13 21;0 9 17 17;1 1 9 24;1 12 15 17;3 3 4 25;3 5 7 24;3 5 15 20;3 8 15 19;3 9 13 20;3 13 15 16;4 9 11 21;5 7 12 21;8 9 15 17;11 12 13 15]]",18,1,[3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
683,"[[0 3 7 25;0 11 11 21;0 13 15 17;1 3 12 23;1 4 15 21;1 5 9 24;3 7 7 24;3 7 15 20;3 8 9 23;3 8 13 21;3 12 13 19;4 9 15 19;5 12 15 17;7 7 12 21;8 13 15 15;9 9 11 20;9 11 15 16;9 12 13 17]]",18,1,[3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
743,"[[1 2 3 27;1 6 9 25;2 3 17 21;2 15 15 17;3 3 7 26;3 3 10 25;3 3 14 23;3 5 15 22;3 6 13 23;3 7 18 19;3 9 13 22;3 11 17 18;5 9 14 21;5 13 15 18;6 11 15 19;7 9 17 18;9 10 11 21;9 13 13 18]]",18,1,[4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],4
-----,-----,-----,-----,-----,-----
593,"[[0 0 8 23;0 1 4 24;0 3 10 22;0 6 14 19;0 7 12 20;0 9 16 16;0 10 13 18;2 2 3 24;2 2 12 21;2 3 16 18;2 11 12 18;3 6 8 22;3 8 14 18;4 6 10 21;4 12 12 17;5 10 12 18;6 6 11 20;6 8 13 18;7 12 12 16]]",19,1,[2;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
