number,qbases,numreps,isprime,class_for_rep,unique_classes,n_unique_classes
-----,-----,-----,-----,-----,-----
1777,"[[0 0 16 39;0 2 3 42;0 3 18 38;0 6 29 30;0 9 20 36;0 15 16 36;0 24 24 25;2 2 13 40;2 2 20 37;2 6 21 36;2 8 22 35;2 12 27 30;2 16 19 34;2 16 26 29;3 6 24 34;4 4 8 41;4 4 28 31;4 11 14 38;4 11 22 34;4 14 14 37;4 20 20 31;5 14 20 34;5 20 26 26;5 22 22 28;6 11 18 36;6 12 21 34;6 18 24 29;6 20 21 30;7 8 8 40;7 24 24 24;8 8 25 32;8 10 13 38;8 14 19 34;8 14 26 29;8 17 20 32;8 19 26 26;8 20 23 28;9 12 16 36;10 11 20 34;10 13 22 32;10 14 16 35;11 14 26 28;12 12 20 33;13 14 16 34;13 16 26 26;14 14 19 32;14 16 22 29;15 20 24 24;16 19 22 26;18 18 20 27]]",50,1,[2;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
1783,"[[1 1 10 41;1 1 25 34;1 3 3 42;1 6 15 39;1 7 17 38;1 10 29 29;1 13 13 38;1 14 19 35;1 14 25 31;1 18 27 27;1 21 21 30;2 5 23 35;2 7 7 41;2 7 19 37;2 11 17 37;2 17 23 31;2 23 25 25;3 3 26 33;3 9 18 37;3 15 18 35;3 18 19 33;5 5 17 38;5 7 22 35;5 10 17 37;5 11 26 31;6 9 21 35;6 17 27 27;7 7 23 34;7 11 13 38;7 13 14 37;7 17 17 34;7 17 22 31;7 22 25 25;7 23 23 26;9 9 10 39;9 17 18 33;9 19 21 30;10 13 17 35;10 15 27 27;10 19 19 31;10 23 23 25;11 14 25 29;11 19 25 26;13 13 17 34;13 13 22 31;13 17 22 29;14 23 23 23;15 21 21 26;17 17 23 26;17 18 21 27]]",50,1,[4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],4
1979,"[[0 3 11 43;0 3 17 41;0 5 27 35;0 7 9 43;0 7 29 33;0 9 23 37;0 13 17 39;0 13 21 37;0 15 23 35;0 17 27 31;0 19 23 33;0 25 25 27;1 4 21 39;1 15 27 32;1 21 24 31;3 3 5 44;3 3 19 40;3 4 27 35;3 5 24 37;3 7 20 39;3 7 25 36;3 8 15 41;3 9 17 40;3 13 24 35;3 15 28 31;3 16 25 33;3 20 27 29;4 9 19 39;5 9 28 33;5 12 17 39;5 12 21 37;5 17 24 33;5 21 27 28;7 20 21 33;7 24 25 27;8 13 15 39;8 15 27 31;9 11 16 39;9 12 23 35;9 19 24 31;11 11 21 36;11 12 25 33;11 20 27 27;11 21 24 29;12 13 21 35;13 15 17 36;15 17 21 32;15 20 25 27;15 21 23 28;16 21 21 29]]",50,1,[3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
2027,"[[0 1 1 45;0 3 13 43;0 11 15 41;0 15 29 31;0 19 21 35;0 21 25 31;1 1 27 36;1 3 9 44;1 8 21 39;1 9 24 37;1 12 19 39;1 15 24 35;1 17 21 36;1 19 24 33;3 3 28 35;3 5 12 43;3 8 27 35;3 9 16 41;3 19 19 36;3 20 23 33;4 7 21 39;4 9 9 43;4 9 29 33;4 21 27 29;5 9 20 39;5 9 25 36;5 15 16 39;7 15 27 32;7 21 24 31;8 9 19 39;9 9 29 32;9 11 12 41;9 11 15 40;9 11 23 36;9 12 29 31;9 13 16 39;9 16 27 31;9 17 19 36;9 23 24 29;11 13 21 36;11 21 21 32;12 13 25 33;12 15 17 37;12 23 25 27;13 20 27 27;13 21 24 29;15 17 27 28;15 20 21 31;19 19 24 27;19 21 21 28]]",50,1,[3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
2207,"[[1 1 21 42;1 3 9 46;1 3 26 39;1 9 10 45;1 9 19 42;1 9 30 35;1 18 19 39;1 21 26 33;2 3 13 45;2 5 33 33;2 9 21 41;3 5 18 43;3 5 27 38;3 9 31 34;3 10 27 37;3 15 23 38;3 22 25 33;5 6 11 45;5 6 25 39;5 21 29 30;6 7 21 41;6 11 23 39;6 11 31 33;6 17 19 39;6 19 21 37;7 13 15 42;7 13 30 33;7 14 21 39;7 23 27 30;9 9 14 43;9 9 26 37;9 11 18 41;9 11 22 39;9 14 29 33;9 15 26 35;9 18 29 31;9 19 26 33;9 21 23 34;10 15 19 39;10 17 27 33;10 21 21 35;11 15 30 31;13 18 25 33;13 21 21 34;14 21 27 29;15 17 18 37;17 17 27 30;18 23 25 27;19 21 26 27;21 21 22 29]]",50,1,[4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],4
-----,-----,-----,-----,-----,-----
1861,"[[0 0 30 31;0 4 9 42;0 4 18 39;0 6 12 41;0 6 15 40;0 6 23 36;0 9 22 36;0 12 14 39;0 14 24 33;0 18 24 31;1 2 16 40;1 4 20 38;1 8 14 40;1 20 26 28;2 2 2 43;2 2 22 37;2 5 26 34;2 7 28 32;2 17 28 28;4 7 14 40;4 8 10 41;4 8 25 34;4 10 28 31;4 14 25 32;4 15 18 36;4 17 20 34;4 20 22 31;5 6 6 42;5 6 30 30;5 14 14 38;5 14 22 34;5 22 26 26;6 9 12 40;6 14 27 30;6 15 24 32;6 21 22 30;7 16 20 34;8 8 17 38;8 17 22 32;8 22 23 28;10 11 14 38;10 11 22 34;10 14 14 37;10 20 20 31;12 12 22 33;12 14 15 36;14 16 25 28;14 18 21 30;15 22 24 24;16 20 23 26;18 18 22 27]]",51,1,[2;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
1867,"[[0 3 3 43;0 7 27 33;0 11 15 39;1 1 4 43;1 1 29 32;1 4 13 41;1 4 25 35;1 8 11 41;1 8 29 31;1 11 28 31;1 20 25 29;3 9 16 39;3 11 21 36;3 12 25 33;3 20 27 27;3 21 24 29;4 7 11 41;4 7 29 31;4 11 19 37;4 13 29 29;4 19 23 31;5 11 11 40;5 16 19 35;5 16 25 31;5 17 23 32;5 23 23 28;7 7 13 40;7 7 20 37;7 8 23 35;7 9 21 36;7 13 25 32;8 11 29 29;8 17 17 35;9 11 12 39;9 11 24 33;9 16 21 33;11 11 16 37;11 11 20 35;11 11 28 29;11 15 15 36;11 16 23 31;11 19 19 32;11 21 24 27;12 21 21 29;13 17 25 28;15 15 24 29;15 21 24 25;16 17 19 31;16 19 25 25;16 21 21 27;19 19 19 28]]",51,1,[3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
1873,"[[0 0 28 33;0 1 24 36;0 3 10 42;0 18 18 35;1 4 16 40;1 8 28 32;2 2 4 43;2 2 29 32;2 4 22 37;2 5 20 38;2 8 19 38;2 10 13 40;2 10 20 37;2 13 16 38;2 13 26 32;2 19 22 32;3 6 8 42;3 8 30 30;4 5 26 34;4 7 28 32;4 17 28 28;6 6 24 35;6 10 21 36;6 12 18 37;6 18 27 28;6 19 24 30;7 16 28 28;7 20 20 32;8 8 8 41;8 8 28 31;8 10 22 35;8 12 12 39;8 12 24 33;8 13 14 38;8 13 22 34;8 16 23 32;8 20 25 28;8 22 22 29;10 12 27 30;10 16 19 34;10 16 26 29;11 14 20 34;11 20 26 26;11 22 22 28;12 12 17 36;12 18 26 27;13 14 22 32;14 14 16 35;16 16 20 31;17 20 20 28;18 18 21 28]]",51,1,[2;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
1997,"[[0 0 29 34;0 2 12 43;0 5 6 44;0 5 26 36;0 6 19 40;0 8 13 42;0 12 22 37;0 14 24 35;0 16 29 30;0 20 21 34;0 22 27 28;1 6 14 42;1 14 30 30;2 2 15 42;2 2 30 33;2 11 24 36;2 15 18 38;2 16 21 36;2 24 24 29;3 4 6 44;3 4 26 36;3 8 18 40;3 8 30 32;3 12 20 38;3 16 24 34;4 6 24 37;4 18 19 36;4 24 26 27;5 8 12 42;5 10 24 36;6 10 30 31;6 14 26 33;6 18 26 31;6 19 24 32;8 14 21 36;10 12 27 32;10 18 22 33;11 12 24 34;11 16 18 36;11 20 24 30;12 12 22 35;12 13 28 30;12 14 19 36;12 16 21 34;13 24 24 26;14 15 26 30;14 21 24 28;16 18 24 29;16 20 21 30;17 18 22 30;19 22 24 24]]",51,1,[2;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
2011,"[[0 7 21 39;0 9 9 43;0 9 29 33;0 21 27 29;1 1 28 35;1 4 25 37;1 5 7 44;1 5 31 32;1 7 19 40;1 11 17 40;1 16 23 35;1 19 25 32;3 3 12 43;3 9 20 39;3 9 25 36;3 15 16 39;4 5 11 43;4 5 17 41;4 23 25 29;5 5 5 44;5 5 19 40;5 7 16 41;5 8 31 31;5 11 29 32;5 16 19 37;5 19 20 35;5 19 28 29;5 20 25 31;7 7 8 43;7 8 23 37;7 12 27 33;7 15 21 36;8 17 17 37;8 19 19 35;8 19 25 31;9 20 21 33;9 24 25 27;11 11 13 40;11 11 20 37;11 12 15 39;11 15 24 33;11 20 23 31;13 16 19 35;13 16 25 31;13 17 23 32;13 23 23 28;15 16 21 33;16 17 25 29;17 19 20 31;19 20 25 25;20 21 21 27]]",51,1,[3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
-----,-----,-----,-----,-----,-----
1889,"[[0 0 17 40;0 2 6 43;0 2 11 42;0 2 21 38;0 2 27 34;0 4 28 33;0 5 10 42;0 6 22 37;0 8 12 41;0 8 15 40;0 8 23 36;0 9 28 32;0 11 18 38;0 12 28 31;0 14 18 37;0 17 24 32;0 20 20 33;0 22 26 27;0 23 24 28;1 4 24 36;1 12 12 40;2 12 29 30;2 16 27 30;3 4 10 42;3 6 20 38;3 10 22 36;3 14 28 30;3 18 20 34;4 18 18 35;5 6 8 42;5 8 30 30;6 10 27 32;6 11 24 34;6 12 22 35;6 13 28 30;6 14 19 36;6 16 21 34;7 12 20 36;8 9 12 40;8 14 27 30;8 15 24 32;8 21 22 30;9 16 16 36;10 13 18 36;10 18 21 32;10 22 24 27;12 13 26 30;12 14 18 35;12 16 20 33;12 19 22 30;14 21 24 26;18 18 20 29]]",52,1,[2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
2069,"[[0 0 25 38;0 4 17 42;0 7 16 42;0 7 24 38;0 8 18 41;0 8 22 39;0 14 28 33;0 15 20 38;0 17 22 36;0 18 28 31;1 12 18 40;1 12 30 32;1 14 24 36;2 2 6 45;2 3 30 34;2 12 20 39;2 12 25 36;2 18 29 30;2 20 24 33;3 10 14 42;3 22 26 30;4 6 9 44;4 8 15 42;4 8 30 33;4 9 26 36;6 6 29 34;6 10 13 42;6 12 17 40;6 15 28 32;6 16 16 39;6 18 22 35;7 18 20 36;8 9 18 40;8 9 30 32;8 12 30 31;8 15 22 36;8 23 24 30;9 12 20 38;9 16 24 34;10 12 12 41;10 12 15 40;10 12 23 36;10 13 30 30;12 12 25 34;12 15 16 38;12 15 26 32;12 20 25 30;13 18 26 30;14 18 18 35;15 22 24 28;16 18 20 33;18 19 22 30]]",52,1,[2;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
-----,-----,-----,-----,-----,-----
1753,"[[0 0 27 32;0 3 12 40;0 4 21 36;0 6 6 41;0 6 14 39;0 18 23 30;1 14 20 34;1 20 26 26;1 22 22 28;2 2 8 41;2 2 28 31;2 4 17 38;2 7 10 40;2 7 16 38;2 7 26 32;2 8 23 34;2 10 25 32;2 14 23 32;2 17 26 28;3 12 24 32;4 4 11 40;4 10 26 31;4 13 28 28;4 16 16 35;4 18 18 33;5 8 8 40;5 24 24 24;6 6 9 40;6 12 22 33;6 14 15 36;7 8 14 38;7 8 22 34;7 14 22 32;8 8 16 37;8 8 20 35;8 8 28 29;8 11 28 28;8 22 23 26;9 14 24 30;9 18 18 32;10 10 23 32;12 12 13 36;12 12 21 32;12 14 18 33;12 15 22 30;12 18 18 31;13 20 20 28;14 14 20 31;14 16 25 26;14 17 22 28;16 16 20 29;16 22 22 23;18 18 23 24]]",53,1,[2;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
1949,"[[0 0 10 43;0 2 3 44;0 2 24 37;0 3 28 34;0 4 13 42;0 5 18 40;0 5 30 32;0 6 8 43;0 8 11 42;0 8 21 38;0 8 27 34;0 12 19 38;0 13 22 36;0 14 27 32;0 16 18 37;0 18 20 35;0 18 28 29;0 21 22 32;2 9 10 42;2 10 18 39;2 12 24 35;3 4 18 40;3 4 30 32;3 12 14 40;3 16 28 30;4 5 12 42;4 14 21 36;5 12 22 36;5 18 24 32;6 6 14 41;6 7 10 42;6 9 26 34;6 12 13 40;6 12 20 37;6 14 14 39;6 16 19 36;6 20 27 28;6 22 23 30;7 10 30 30;7 18 26 30;8 12 29 30;8 16 27 30;9 10 18 38;9 22 22 30;10 18 25 30;11 12 28 30;11 24 24 26;12 16 18 35;12 20 26 27;14 18 23 30;16 21 24 26;18 18 25 26;18 20 21 28]]",53,1,[2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
1973,"[[0 0 23 38;0 1 6 44;0 1 26 36;0 6 16 41;0 7 18 40;0 7 30 32;0 10 28 33;0 14 16 39;0 17 28 30;0 18 25 32;0 20 22 33;1 8 12 42;1 10 24 36;2 3 14 42;2 6 13 42;2 12 12 41;2 12 15 40;2 12 23 36;2 13 30 30;3 6 22 38;3 10 10 42;3 14 18 38;3 18 22 34;4 6 20 39;4 6 25 36;4 7 12 42;4 15 24 34;6 6 26 35;6 8 28 33;6 9 16 40;6 13 18 38;6 14 29 30;6 19 26 30;6 20 24 31;7 12 22 36;7 18 24 32;8 8 9 42;8 8 18 39;8 12 26 33;8 15 28 30;8 17 18 36;9 14 20 36;9 18 28 28;10 18 18 35;12 12 23 34;12 16 22 33;12 20 23 30;13 18 18 34;14 15 16 36;14 24 24 25;15 18 20 32;17 18 24 28;18 18 22 29]]",53,1,[2;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
2017,"[[0 0 9 44;0 12 28 33;0 18 18 37;0 21 26 30;1 4 8 44;1 4 20 40;1 12 24 36;2 2 28 35;2 4 29 34;2 8 10 43;2 13 20 38;3 6 6 44;3 6 26 36;3 10 12 42;3 18 28 30;4 4 7 44;4 4 31 32;4 8 16 41;4 10 26 35;4 13 26 34;4 14 19 38;4 16 28 31;4 19 22 34;4 22 26 29;5 8 22 38;5 14 14 40;5 22 22 32;6 6 24 37;6 18 19 36;6 24 26 27;7 20 28 28;8 8 17 40;8 9 24 36;8 10 22 37;8 11 26 34;8 18 27 30;8 20 23 32;9 24 24 28;10 11 14 40;10 19 20 34;10 20 26 29;10 21 24 30;11 14 16 38;11 14 26 32;11 16 22 34;12 18 18 35;14 14 16 37;14 14 20 35;14 14 28 29;14 19 26 28;16 20 20 31;17 24 24 24;18 21 24 26]]",53,1,[2;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
2053,"[[0 0 17 42;0 6 9 44;0 8 15 42;0 8 30 33;0 9 26 36;1 2 32 32;1 4 10 44;1 12 12 42;1 14 16 40;1 22 28 28;1 24 24 30;2 2 14 43;2 2 26 37;2 7 8 44;2 7 20 40;2 8 31 32;2 10 10 43;2 11 22 38;2 14 22 37;2 20 25 32;4 8 23 38;4 10 16 41;4 16 25 34;4 20 26 31;4 22 23 32;5 10 22 38;5 14 26 34;5 26 26 26;6 12 28 33;6 18 18 37;6 21 26 30;7 8 28 34;7 14 28 32;8 9 12 42;8 10 17 40;8 12 18 39;8 16 17 38;8 17 26 32;8 18 24 33;8 23 26 28;9 10 24 36;10 10 22 37;10 11 26 34;10 18 27 30;10 20 23 32;12 12 26 33;12 15 28 30;12 17 18 36;14 17 28 28;15 24 24 26;16 17 22 32;16 22 23 28;18 18 26 27]]",53,1,[2;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
2179,"[[0 1 33 33;0 9 27 37;0 15 27 35;0 19 27 33;1 3 12 45;1 5 28 37;1 7 23 40;1 9 24 39;1 11 11 44;1 13 28 35;1 16 31 31;1 17 17 40;1 21 21 36;1 23 25 32;3 3 15 44;3 8 9 45;3 15 24 37;4 5 17 43;4 11 19 41;4 13 25 37;4 19 29 31;5 5 23 40;5 7 13 44;5 7 16 43;5 13 31 32;5 16 23 37;5 17 29 32;5 20 23 35;5 23 28 29;7 7 20 41;7 8 29 35;7 11 28 35;7 13 19 40;7 19 20 37;8 11 25 37;8 19 23 35;8 23 25 31;9 9 9 44;9 12 27 35;9 15 28 33;9 19 21 36;11 11 16 41;11 13 17 40;11 16 29 31;11 17 20 37;12 15 17 39;12 15 21 37;13 16 23 35;13 19 25 32;15 17 24 33;15 21 27 28;17 20 23 31;20 23 25 25]]",53,1,[3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
2239,"[[1 1 11 46;1 2 5 47;1 10 17 43;1 11 31 34;1 13 25 38;1 14 19 41;1 22 23 35;2 5 19 43;2 5 23 41;2 5 29 37;2 7 31 35;2 13 29 35;3 3 14 45;3 5 21 42;3 6 13 45;3 15 18 41;3 15 22 39;5 6 33 33;5 7 7 46;5 7 22 41;5 13 14 43;5 13 26 37;5 15 15 42;5 15 30 33;5 19 22 37;5 23 23 34;6 9 21 41;7 11 25 38;7 14 25 37;7 17 26 35;9 13 15 42;9 13 30 33;9 14 21 39;9 23 27 30;10 11 13 43;10 13 17 41;10 17 25 35;11 11 29 34;11 14 31 31;13 13 26 35;13 15 18 39;13 17 25 34;13 19 22 35;13 21 27 30;13 22 25 31;14 15 27 33;14 17 23 35;14 19 29 29;15 18 27 31;15 21 22 33;17 22 25 29;19 19 19 34;19 19 26 29]]",53,1,[4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],4
2351,"[[1 1 18 45;1 3 15 46;1 6 17 45;1 6 33 35;1 9 30 37;1 10 15 45;1 10 27 39;1 15 19 42;1 15 30 35;1 19 30 33;2 13 33 33;2 15 21 41;2 23 27 33;3 3 22 43;3 6 25 41;3 7 23 42;3 11 14 45;3 13 18 43;3 13 27 38;3 14 25 39;3 15 31 34;3 17 17 42;3 21 26 35;5 6 9 47;5 6 21 43;5 9 33 34;5 11 21 42;5 21 21 38;5 21 27 34;6 11 13 45;6 13 25 39;6 19 27 35;6 25 27 31;7 9 14 45;7 21 30 31;7 22 27 33;9 14 15 43;9 15 26 37;9 23 29 30;10 17 21 39;10 21 21 37;11 15 18 41;11 15 22 39;13 21 29 30;14 15 29 33;14 21 25 33;15 15 26 35;15 18 29 31;15 19 26 33;15 21 23 34;18 19 21 35;18 21 25 31;19 19 27 30]]",53,1,[4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],4
-----,-----,-----,-----,-----,-----
2029,"[[0 0 2 45;0 2 27 36;0 3 16 42;0 3 24 38;0 6 12 43;0 11 12 42;0 12 21 38;0 12 27 34;0 20 27 30;1 10 22 38;1 14 26 34;1 26 26 26;2 4 28 35;2 5 8 44;2 5 20 40;2 6 15 42;2 6 30 33;2 8 19 40;2 13 16 40;2 15 30 30;2 16 20 37;2 20 20 35;2 20 28 29;3 18 20 36;4 4 29 34;4 8 10 43;4 13 20 38;5 8 28 34;5 14 28 32;6 11 24 36;6 15 18 38;6 16 21 36;6 24 24 29;8 8 26 35;8 10 29 32;8 11 20 38;8 13 14 40;8 14 20 37;8 16 22 35;10 11 28 32;10 14 17 38;10 17 22 34;10 19 28 28;10 22 22 31;11 20 22 32;12 12 29 30;12 16 27 30;13 20 26 28;14 14 26 31;15 18 18 34;16 16 19 34;16 16 26 29;18 20 24 27;19 20 22 28]]",54,1,[2;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
2081,"[[0 0 20 41;0 1 12 44;0 1 28 36;0 5 30 34;0 6 14 43;0 6 26 37;0 8 9 44;0 9 20 40;0 11 14 42;0 12 16 41;0 14 21 38;0 14 27 34;0 15 16 40;0 16 23 36;0 21 22 34;0 26 26 27;2 4 6 45;2 6 21 40;2 12 13 42;2 18 27 32;3 4 30 34;3 6 10 44;3 10 26 36;3 12 22 38;4 12 20 39;4 12 25 36;4 18 29 30;4 20 24 33;5 6 16 42;5 6 24 38;5 16 30 30;5 18 24 34;6 6 28 35;6 10 24 37;6 11 18 40;6 11 30 32;6 12 26 35;6 19 28 30;8 12 28 33;8 18 18 37;8 21 26 30;9 12 16 40;9 20 24 32;10 18 19 36;10 24 26 27;11 22 24 30;12 13 18 38;12 14 29 30;12 19 26 30;12 20 24 31;14 16 27 30;15 16 24 32;16 21 22 30;20 23 24 24]]",54,1,[2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
2083,"[[0 3 7 45;0 3 15 43;0 11 21 39;0 25 27 27;1 1 20 41;1 4 29 35;1 5 11 44;1 8 13 43;1 11 19 40;1 20 29 29;1 23 23 32;3 7 27 36;3 9 12 43;3 12 29 33;3 16 27 33;4 5 19 41;4 7 13 43;4 13 23 37;5 7 28 35;5 8 25 37;5 11 16 41;5 13 17 40;5 16 29 31;5 17 20 37;7 7 7 44;7 7 31 32;7 8 11 43;7 8 17 41;7 13 29 32;7 17 28 31;7 24 27 27;7 25 25 28;8 11 23 37;8 13 13 41;8 13 25 35;8 17 19 37;8 23 23 31;9 9 20 39;9 9 25 36;9 15 16 39;11 12 27 33;11 15 21 36;12 15 25 33;13 13 28 31;13 16 17 37;13 17 20 35;13 17 28 29;13 19 23 32;15 20 27 27;15 21 24 29;16 19 25 29;19 19 20 31;20 23 23 25;21 21 24 25]]",54,1,[3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
2099,"[[0 1 27 37;0 5 7 45;0 5 15 43;0 7 23 39;0 7 31 33;0 9 13 43;0 13 29 33;0 17 17 39;0 17 21 37;0 23 27 29;1 1 24 39;1 3 8 45;1 9 9 44;1 12 27 35;1 15 28 33;1 19 21 36;3 3 20 41;3 4 7 45;3 4 15 43;3 7 21 40;3 9 28 35;3 13 20 39;3 13 25 36;3 15 29 32;3 17 24 35;3 20 27 31;3 21 25 32;4 11 21 39;4 25 27 27;5 7 27 36;5 9 12 43;5 12 29 33;5 16 27 33;7 12 15 41;7 15 15 40;7 15 23 36;8 9 27 35;8 15 17 39;8 15 21 37;9 9 16 41;9 19 19 36;9 20 23 33;11 15 27 32;11 21 24 31;12 15 19 37;12 17 21 35;13 20 21 33;13 24 25 27;15 15 25 32;15 16 23 33;15 17 17 36;15 19 27 28;16 21 21 31;20 21 23 27]]",54,1,[3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[3;4]
2153,"[[0 0 28 37;0 1 6 46;0 4 29 36;0 6 31 34;0 8 8 45;0 10 17 42;0 12 28 35;0 15 22 38;0 20 27 32;1 8 18 42;1 24 26 30;2 6 32 33;2 12 18 41;2 12 22 39;2 15 18 40;2 15 30 32;2 18 23 36;2 22 24 33;3 8 12 44;3 8 28 36;3 12 20 40;3 24 28 28;4 7 18 42;4 9 30 34;4 12 12 43;4 20 21 36;5 16 24 36;6 6 20 41;6 8 17 42;6 9 10 44;6 12 23 38;6 14 20 39;6 14 25 36;6 16 30 31;7 12 14 42;7 18 22 36;8 8 27 36;8 10 15 42;8 10 30 33;8 12 24 37;8 17 30 30;8 18 26 33;8 24 27 28;9 10 26 36;9 12 22 38;12 12 29 32;12 16 27 32;12 18 23 34;12 21 28 28;12 22 25 30;14 15 24 34;15 24 26 26;16 18 22 33;18 20 23 30]]",54,1,[2;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4],[2;3;4]
